Entity,Code,Year,govt_expn_primary_index
Japan,JPN,2006,0.091909997
Japan,JPN,2007,0.090810001
Japan,JPN,2008,0.090159997
Japan,JPN,2010,0.101499997
Japan,JPN,2011,0.099849999
Japan,JPN,2012,0.10311
Japan,JPN,2013,0.103210002
Japan,JPN,2014,0.105049998
Jordan,JOR,1998,0.00023
Jordan,JOR,1999,0.00401
Jordan,JOR,2001,0.00425
Jordan,JOR,2002,0.00737
Jordan,JOR,2003,0.01691
Jordan,JOR,2004,0.01894
Jordan,JOR,2005,0.02385
Jordan,JOR,2006,0.021670001
Jordan,JOR,2007,0.0195
Jordan,JOR,2008,0.036400001
Jordan,JOR,2009,0.024390001
Jordan,JOR,2011,0.02768
Kazakhstan,KAZ,2002,0.110140003
Kazakhstan,KAZ,2004,0.082149997
Kazakhstan,KAZ,2005,0.086819999
Kazakhstan,KAZ,2006,0.1228
Kazakhstan,KAZ,2007,0.154090002
Kazakhstan,KAZ,2008,0.166010007
Kazakhstan,KAZ,2009,0.208069995
Kazakhstan,KAZ,2013,0.270630002
Kazakhstan,KAZ,2014,0.283069998
Kenya,KEN,1999,0.01267
Kenya,KEN,2000,0.03002
Kenya,KEN,2001,0.06938
Kenya,KEN,2003,0.145710006
Kenya,KEN,2004,0.106250003
Kenya,KEN,2006,0.00356
Kuwait,KWT,2002,0.619480014
Kuwait,KWT,2003,0.603110015
Kuwait,KWT,2004,0.513069987
Kuwait,KWT,2005,0.463550001
Kuwait,KWT,2006,0.36026001
Kuwait,KWT,2008,0.391240001
Kuwait,KWT,2011,0.543820024
Kyrgyzstan,KGZ,1998,0.319759995
Kyrgyzstan,KGZ,1999,0.274699986
Kyrgyzstan,KGZ,2000,0.223389998
Kyrgyzstan,KGZ,2001,0.257160008
Kyrgyzstan,KGZ,2002,0.291240007
Kyrgyzstan,KGZ,2003,0.276730001
Kyrgyzstan,KGZ,2004,0.272599995
Kyrgyzstan,KGZ,2005,0.301360011
Kyrgyzstan,KGZ,2006,0.335290015
Kyrgyzstan,KGZ,2007,0.378060013
Kyrgyzstan,KGZ,2008,0.388469994
Kyrgyzstan,KGZ,2009,0.432819992
Kyrgyzstan,KGZ,2010,0.471069992
Kyrgyzstan,KGZ,2011,0.577180028
Kyrgyzstan,KGZ,2012,0.693530023
Kyrgyzstan,KGZ,2013,0.725170016
Laos,LAO,2002,0.053459998
Laos,LAO,2004,0.044429999
Laos,LAO,2005,0.037530001
Latvia,LVA,1998,0.69964999
Latvia,LVA,1999,0.653609991
Latvia,LVA,2000,0.658689976
Latvia,LVA,2001,0.633449972
Latvia,LVA,2002,0.64447999
Latvia,LVA,2003,0.657630026
Latvia,LVA,2004,0.630349994
Latvia,LVA,2006,0.615369976
Latvia,LVA,2007,0.669860005
Latvia,LVA,2008,0.803740025
Latvia,LVA,2009,0.964479983
Latvia,LVA,2010,0.855560005
Latvia,LVA,2011,0.821640015
Latvia,LVA,2012,0.797590017
Latvia,LVA,2013,0.825749993
Lesotho,LSO,2006,0.00826
Lesotho,LSO,2008,0.018780001
Liechtenstein,LIE,2003,0.171350002
Liechtenstein,LIE,2004,0.158150002
Liechtenstein,LIE,2006,0.144079998
Liechtenstein,LIE,2007,0.133220002
Liechtenstein,LIE,2008,0.149810001
Liechtenstein,LIE,2010,0.180399999
Liechtenstein,LIE,2011,0.182490006
Lithuania,LTU,2001,0.815789998
Lithuania,LTU,2003,0.72645998
Lithuania,LTU,2004,0.660849988
Lithuania,LTU,2005,0.590430021
Lithuania,LTU,2006,0.589670002
Lithuania,LTU,2007,0.554229975
Lithuania,LTU,2008,0.518570006
Lithuania,LTU,2009,0.728659987
Lithuania,LTU,2010,0.685259998
Lithuania,LTU,2011,0.698360026
Lithuania,LTU,2012,0.62383002
Luxembourg,LUX,2008,0.476209998
Luxembourg,LUX,2009,0.609499991
Luxembourg,LUX,2010,0.75108999
Luxembourg,LUX,2011,0.746020019
Macao,MAC,1998,0.326169997
Macao,MAC,2000,0.27974999
Madagascar,MDG,2008,0.01284
Madagascar,MDG,2009,0.00802
Madagascar,MDG,2011,0.00782
Madagascar,MDG,2012,0.0057
Malawi,MWI,2010,0.00106
Malawi,MWI,2011,0.01369
Malawi,MWI,2013,0.00224
Malaysia,MYS,2000,0.056809999
Malaysia,MYS,2001,0.07694
Malaysia,MYS,2002,0.059730001
Malaysia,MYS,2003,0.056049999
Malaysia,MYS,2004,0.067249998
Malaysia,MYS,2006,0.067029998
Malaysia,MYS,2007,0.0656
Malaysia,MYS,2008,0.064209998
Malaysia,MYS,2009,0.070950001
Malaysia,MYS,2010,0.058419999
Malaysia,MYS,2011,0.096419998
Malaysia,MYS,2013,0.09471
Maldives,MDV,2006,0.48368001
Maldives,MDV,2008,0.467319995
Mali,MLI,1998,0.025420001
Mali,MLI,1999,0.025040001
Mali,MLI,2008,0.053470001
Mali,MLI,2009,0.041219998
Mali,MLI,2010,0.00797
Mali,MLI,2011,0.01349
Mali,MLI,2012,0.01436
Mali,MLI,2013,0.01264
Mali,MLI,2014,0.01016
Malta,MLT,1998,0.233260006
Malta,MLT,2002,0.290619999
Malta,MLT,2004,0.247549996
Malta,MLT,2007,0.372570008
Malta,MLT,2008,0.376210004
Malta,MLT,2009,0.381029993
Malta,MLT,2010,0.509989977
Malta,MLT,2011,0.422340006
Malta,MLT,2012,0.477499992
Mauritania,MRT,2005,0.00983
Mauritania,MRT,2008,0.00937
Mauritania,MRT,2010,0.019470001
Mauritius,MUS,2001,0.04572
Mauritius,MUS,2002,0.044799998
Mauritius,MUS,2003,0.067139998
Mauritius,MUS,2004,0.063890003
Mauritius,MUS,2005,0.062639996
Mauritius,MUS,2006,0.048020002
Mauritius,MUS,2008,0.043480001
Mauritius,MUS,2009,0.04721
Mauritius,MUS,2010,0.05051
Mauritius,MUS,2011,0.048700001
Mauritius,MUS,2012,0.055100001
Mauritius,MUS,2013,0.06199
Mexico,MEX,1998,0.269690007
Mexico,MEX,1999,0.362430006
Mexico,MEX,2001,0.401989996
Mexico,MEX,2002,0.458849996
Mexico,MEX,2003,0.598850012
Mexico,MEX,2004,0.472070009
Mexico,MEX,2005,0.510209978
Mexico,MEX,2006,0.52929002
Mexico,MEX,2007,0.507730007
Mexico,MEX,2008,0.582289994
Mexico,MEX,2009,0.521719992
Mexico,MEX,2010,0.530179977
Mexico,MEX,2011,0.534839988
Moldova,MDA,2006,1.187590003
Moldova,MDA,2007,1.314470053
Moldova,MDA,2008,1.461910009
Moldova,MDA,2009,1.769140005
Moldova,MDA,2010,1.775249958
Moldova,MDA,2011,1.768749952
Moldova,MDA,2012,1.83028996
Moldova,MDA,2014,1.571269989
Monaco,MCO,1998,0.05257
Monaco,MCO,1999,0.051240001
Monaco,MCO,2000,0.044
Monaco,MCO,2004,0.05356
Monaco,MCO,2009,0.04885
Monaco,MCO,2010,0.041820001
Monaco,MCO,2011,0.040789999
Monaco,MCO,2012,0.043949999
Monaco,MCO,2013,0.03977
Monaco,MCO,2014,0.03709
Mongolia,MNG,2002,1.019019961
Mongolia,MNG,2004,0.799950004
Mongolia,MNG,2007,0.923870027
Mongolia,MNG,2009,1.044870019
Mongolia,MNG,2010,1.021080017
Mongolia,MNG,2011,1.094759941
Morocco,MAR,2008,0.00033
Namibia,NAM,2000,0.01356
Namibia,NAM,2001,0.01451
Namibia,NAM,2002,0.362210006
Namibia,NAM,2003,0.029999999
Namibia,NAM,2005,0.031709999
Namibia,NAM,2006,0.03238
Namibia,NAM,2008,0.025900001
Nepal,NPL,2009,0.071549997
Nepal,NPL,2014,0.128670007
Netherlands,NLD,1998,0.326119989
Netherlands,NLD,1999,0.32080999
Netherlands,NLD,2000,0.327780008
Netherlands,NLD,2001,0.350039989
Netherlands,NLD,2002,0.375869989
Netherlands,NLD,2003,0.404190004
Netherlands,NLD,2004,0.395179987
Netherlands,NLD,2005,0.399170011
Netherlands,NLD,2006,0.378360003
Netherlands,NLD,2007,0.35699001
Netherlands,NLD,2008,0.358530015
Netherlands,NLD,2009,0.382669985
Netherlands,NLD,2010,0.382180005
Netherlands,NLD,2011,0.384270012
Netherlands,NLD,2012,0.376450002
Netherlands,NLD,2013,0.384860009
New Zealand,NZL,1999,0.218559995
New Zealand,NZL,2000,0.19822
New Zealand,NZL,2001,0.184900001
New Zealand,NZL,2002,0.172440007
New Zealand,NZL,2003,0.195570007
New Zealand,NZL,2004,0.187319994
New Zealand,NZL,2005,0.204329997
New Zealand,NZL,2006,0.220909998
New Zealand,NZL,2007,0.233229995
New Zealand,NZL,2008,0.336710006
New Zealand,NZL,2009,0.438989997
New Zealand,NZL,2010,0.470609993
New Zealand,NZL,2011,0.515299976
New Zealand,NZL,2012,0.501259983
New Zealand,NZL,2014,0.445740014
Nicaragua,NIC,2004,0.02359
Nicaragua,NIC,2005,0.02077
Nicaragua,NIC,2006,0.075910002
Nicaragua,NIC,2010,0.160400003
Niger,NER,2009,0.149279997
Niger,NER,2010,0.090429999
Niger,NER,2011,0.076980002
Niger,NER,2012,0.279139996
Niger,NER,2013,0.251949996
Niger,NER,2014,0.304569989
Norway,NOR,1998,0.555890024
Norway,NOR,1999,0.758239985
Norway,NOR,2000,0.706420004
Norway,NOR,2002,0.819710016
Norway,NOR,2003,0.282790005
Norway,NOR,2004,0.287800014
Norway,NOR,2005,0.281309992
Norway,NOR,2006,0.29460001
Norway,NOR,2007,0.311580002
Norway,NOR,2008,0.290259987
Norway,NOR,2009,0.339100003
Norway,NOR,2010,0.327939987
Norway,NOR,2011,0.354099989
Norway,NOR,2012,0.71201998
Palau,PLW,2001,1.096779943
Panama,PAN,1999,0.141409993
Panama,PAN,2000,0.158189997
Panama,PAN,2001,0.127570003
Panama,PAN,2002,0.095640004
Panama,PAN,2004,0.151539996
Panama,PAN,2007,0.148399994
Panama,PAN,2011,0.099679999
Paraguay,PRY,2000,0.292820007
Paraguay,PRY,2001,0.288740009
Paraguay,PRY,2002,0.317440003
Paraguay,PRY,2003,0.306439996
Paraguay,PRY,2004,0.260600001
Paraguay,PRY,2007,0.223360002
Paraguay,PRY,2010,0.251980007
Paraguay,PRY,2011,0.244420007
Paraguay,PRY,2012,0.304580003
Peru,PER,1998,0.32653001
Peru,PER,1999,0.326590002
Peru,PER,2000,0.304630011
Peru,PER,2001,0.271530002
Peru,PER,2002,0.255870014
Peru,PER,2003,0.261790007
Peru,PER,2004,0.253500015
Peru,PER,2005,0.233700007
Peru,PER,2006,0.255699992
Peru,PER,2007,0.254940003
Peru,PER,2008,0.297630012
Peru,PER,2009,0.36631
Peru,PER,2010,0.342909992
Peru,PER,2011,0.329079986
Peru,PER,2012,0.391570002
Peru,PER,2013,0.492370009
Peru,PER,2014,0.607360005
Philippines,PHL,2000,0.00423
Philippines,PHL,2001,0.0039
Philippines,PHL,2002,0.00366
Philippines,PHL,2003,0.00369
Philippines,PHL,2004,0.00092
Philippines,PHL,2005,0.00162
Philippines,PHL,2007,0.02712
Philippines,PHL,2008,0.03971
Philippines,PHL,2009,0.04476
Poland,POL,1998,0.475800008
Poland,POL,1999,0.408300012
Poland,POL,2000,0.535239995
Poland,POL,2001,0.459479988
Poland,POL,2002,0.42693001
Poland,POL,2003,0.478489995
Poland,POL,2004,0.543529987
Poland,POL,2005,0.541279972
Poland,POL,2006,0.527050018
Poland,POL,2007,0.498199999
Poland,POL,2008,0.566110015
Poland,POL,2009,0.51473999
Poland,POL,2010,0.508589983
Poland,POL,2011,0.527660012
Poland,POL,2012,0.550890028
Portugal,PRT,1999,0.263700008
Portugal,PRT,2000,0.272300005
Portugal,PRT,2001,0.299080014
Portugal,PRT,2002,0.312669992
Portugal,PRT,2003,0.378170013
Portugal,PRT,2004,0.371939987
Portugal,PRT,2005,0.374850005
Portugal,PRT,2006,0.361490011
Portugal,PRT,2007,0.347869992
Portugal,PRT,2008,0.355489999
Portugal,PRT,2009,0.379810005
Portugal,PRT,2010,0.391259998
Portugal,PRT,2011,0.37876001
Puerto Rico,PRI,2013,0.459659994
Qatar,QAT,2009,0.150389999
Romania,ROU,2001,0.273550004
Romania,ROU,2002,0.293060005
Romania,ROU,2003,0.287059993
Romania,ROU,2004,0.286199987
Romania,ROU,2005,0.315299988
Romania,ROU,2007,0.385969996
Romania,ROU,2009,0.394939989
Romania,ROU,2010,0.345840007
Romania,ROU,2011,0.293879986
Romania,ROU,2012,0.283630013
Romania,ROU,2013,0.297699988
Russia,RUS,2000,0.43810001
Russia,RUS,2001,0.477270007
Russia,RUS,2002,0.560699999
Russia,RUS,2003,0.545740008
Russia,RUS,2004,0.538519979
Russia,RUS,2005,0.522899985
Russia,RUS,2006,0.540809989
Russia,RUS,2008,0.616680026
Rwanda,RWA,2000,0.01997
Rwanda,RWA,2005,0.032499999
Rwanda,RWA,2007,0.040770002
Rwanda,RWA,2010,0.00974
Rwanda,RWA,2011,0.00553
Rwanda,RWA,2012,0.01314
Rwanda,RWA,2013,0.00778
Saint Kitts and Nevis,KNA,1998,0.187309995
Saint Lucia,LCA,1999,0.02595
Saint Lucia,LCA,2004,0.01836
Saint Lucia,LCA,2009,0.0548
Saint Lucia,LCA,2010,0.072839998
Saint Lucia,LCA,2011,0.066009998
Saint Lucia,LCA,2012,0.06329
Saint Vincent and the Grenadines,VCT,1998,0.00218
Saint Vincent and the Grenadines,VCT,2000,0.022430001
Saint Vincent and the Grenadines,VCT,2002,0.02406
Saint Vincent and the Grenadines,VCT,2005,0.02018
Saint Vincent and the Grenadines,VCT,2007,0.01739
Saint Vincent and the Grenadines,VCT,2009,0.028969999
Saint Vincent and the Grenadines,VCT,2010,0.100409999
Saint Vincent and the Grenadines,VCT,2011,0.092710003
Saint Vincent and the Grenadines,VCT,2014,0.098690003
Samoa,WSM,2000,0.082309999
Samoa,WSM,2001,0.02746
San Marino,SMR,2010,0.439460009
San Marino,SMR,2011,0.480470002
Sao Tome and Principe,STP,2012,0.668879986
Sao Tome and Principe,STP,2013,0.675949991
Sao Tome and Principe,STP,2014,0.464219987
Senegal,SEN,1998,0.082989998
Senegal,SEN,2005,0.044349998
Senegal,SEN,2006,0.033410002
Senegal,SEN,2009,0.016489999
Senegal,SEN,2010,0.025429999
Serbia,SRB,2007,0.018169999
Serbia,SRB,2008,0.017890001
Serbia,SRB,2009,0.01767
Serbia,SRB,2010,0.02331
Serbia,SRB,2011,0.04995
Seychelles,SYC,1998,0.322180003
Seychelles,SYC,2002,0.546379983
Seychelles,SYC,2003,0.462749988
Seychelles,SYC,2006,0.195109993
Slovakia,SVK,1999,0.489569992
Slovakia,SVK,2000,0.409850001
Slovakia,SVK,2001,0.429049999
Slovakia,SVK,2002,0.45341
Slovakia,SVK,2003,0.468549997
Slovakia,SVK,2004,0.383540004
Slovakia,SVK,2005,0.380769998
Slovakia,SVK,2006,0.358570009
Slovakia,SVK,2007,0.360000014
Slovakia,SVK,2008,0.362729996
Slovakia,SVK,2009,0.40812999
Slovakia,SVK,2010,0.386680007
Slovakia,SVK,2011,0.403409988
Slovakia,SVK,2012,0.417059988
Slovakia,SVK,2013,0.443360001
Slovenia,SVN,2001,0.554050028
Slovenia,SVN,2002,0.557609975
Slovenia,SVN,2003,0.525650024
Slovenia,SVN,2004,0.46735999
Slovenia,SVN,2005,0.582949996
Slovenia,SVN,2006,0.611060023
Slovenia,SVN,2007,0.550790012
Slovenia,SVN,2008,0.480300009
Slovenia,SVN,2009,0.549920022
Slovenia,SVN,2010,0.57160002
Slovenia,SVN,2011,0.627799988
Slovenia,SVN,2012,0.665520012
South Africa,ZAF,1999,0.00034
South Africa,ZAF,2000,0.06673
South Africa,ZAF,2001,0.187969998
South Africa,ZAF,2002,0.185440004
South Africa,ZAF,2003,0.00756
South Africa,ZAF,2004,0.01564
South Africa,ZAF,2005,0.03021
South Africa,ZAF,2006,0.02685
South Africa,ZAF,2007,0.029680001
South Africa,ZAF,2008,0.03277
South Africa,ZAF,2009,0.048179999
South Africa,ZAF,2010,0.06171
South Africa,ZAF,2011,0.076470003
South Africa,ZAF,2012,0.086369999
South Africa,ZAF,2014,0.092859998
South Korea,KOR,1998,0.036320001
South Korea,KOR,1999,0.029170001
South Korea,KOR,2001,0.054740001
South Korea,KOR,2002,0.0469
South Korea,KOR,2003,0.049449999
South Korea,KOR,2004,0.054359999
South Korea,KOR,2005,0.062600002
South Korea,KOR,2006,0.088869996
South Korea,KOR,2007,0.100050002
South Korea,KOR,2008,0.081519999
South Korea,KOR,2009,0.104479998
South Korea,KOR,2012,0.144150004
South Korea,KOR,2013,0.178200006
South Sudan,SSD,2011,0.00238
Spain,ESP,1998,0.32863
Spain,ESP,1999,0.31487
Spain,ESP,2000,0.360830009
Spain,ESP,2001,0.382739991
Spain,ESP,2002,0.411469996
Spain,ESP,2003,0.450450003
Spain,ESP,2004,0.47220999
Spain,ESP,2005,0.512510002
Spain,ESP,2006,0.534950018
Spain,ESP,2007,0.575330019
Spain,ESP,2008,0.624430001
Spain,ESP,2009,0.699310005
Spain,ESP,2010,0.677160025
Spain,ESP,2011,0.683799982
Spain,ESP,2012,0.4921
Spain,ESP,2013,0.48210001
Sweden,SWE,1998,0.525919974
Sweden,SWE,1999,0.515410006
Sweden,SWE,2000,0.447079986
Sweden,SWE,2001,0.434920013
Sweden,SWE,2002,0.477569997
Sweden,SWE,2003,0.46103999
Sweden,SWE,2004,0.477310002
Sweden,SWE,2005,0.512700021
Sweden,SWE,2006,0.564069986
Sweden,SWE,2007,0.566420019
Sweden,SWE,2008,0.62905997
Sweden,SWE,2009,0.685959995
Sweden,SWE,2010,0.673749983
Sweden,SWE,2011,0.680830002
Sweden,SWE,2012,1.241240025
Sweden,SWE,2013,1.291360021
Switzerland,CHE,1998,0.180999994
Switzerland,CHE,1999,0.180969998
Switzerland,CHE,2000,0.191650003
Switzerland,CHE,2001,0.187270001
Switzerland,CHE,2002,0.195189998
Switzerland,CHE,2003,0.194120005
Switzerland,CHE,2004,0.183170006
Switzerland,CHE,2005,0.189740002
Switzerland,CHE,2006,0.185729995
Switzerland,CHE,2007,0.178320006
Switzerland,CHE,2008,0.175459996
Switzerland,CHE,2009,0.188500002
Switzerland,CHE,2010,0.183960006
Switzerland,CHE,2011,0.176280007
Switzerland,CHE,2012,0.180669993
Tajikistan,TJK,2005,0.135140002
Tajikistan,TJK,2006,0.146789998
Tajikistan,TJK,2007,0.148619995
Tajikistan,TJK,2008,0.143309996
Tajikistan,TJK,2009,0.184359998
Tajikistan,TJK,2010,0.199180007
Tajikistan,TJK,2011,0.195720002
Tajikistan,TJK,2012,0.209749997
Tanzania,TZA,2004,0.296169996
Tanzania,TZA,2005,0.26662001
Tanzania,TZA,2006,0.178320006
Tanzania,TZA,2007,0.205960006
Tanzania,TZA,2008,0.200409994
Tanzania,TZA,2009,0.175970003
Tanzania,TZA,2014,0.20984
Thailand,THA,1998,0.439310014
Thailand,THA,2000,0.574490011
Thailand,THA,2001,0.495009989
Thailand,THA,2004,0.41971001
Thailand,THA,2005,0.537060022
Thailand,THA,2008,0.227029994
Thailand,THA,2009,0.249080002
Thailand,THA,2010,0.201030001
Thailand,THA,2011,0.268229991
Thailand,THA,2012,0.297789991
Thailand,THA,2013,0.223480001
Timor,TLS,2012,0.01177
Timor,TLS,2013,0.069629997
Timor,TLS,2014,0.090460002
Togo,TGO,2010,0.116449997
Togo,TGO,2011,0.089149997
Togo,TGO,2012,0.156340003
Togo,TGO,2013,0.13583
Togo,TGO,2014,0.070139997
Trinidad and Tobago,TTO,2000,0.171700001
Trinidad and Tobago,TTO,2001,0.020919999
Trinidad and Tobago,TTO,2002,0.01606
Trinidad and Tobago,TTO,2003,0.020260001
Trinidad and Tobago,TTO,2007,0.348479986
Trinidad and Tobago,TTO,2008,0.091810003
Trinidad and Tobago,TTO,2009,0.236870006
Tunisia,TUN,1999,0.00367
Turkey,TUR,2004,0.01812
Turkmenistan,TKM,2012,0.856630027
Ukraine,UKR,2000,0.463930011
Ukraine,UKR,2001,0.517799973
Ukraine,UKR,2002,0.607680023
Ukraine,UKR,2003,0.639699996
Ukraine,UKR,2004,0.596589983
Ukraine,UKR,2005,0.665849984
Ukraine,UKR,2006,0.702950001
Ukraine,UKR,2007,0.729499996
Ukraine,UKR,2008,0.760999978
Ukraine,UKR,2009,0.911499977
Ukraine,UKR,2011,0.910130024
Ukraine,UKR,2012,1.041360021
Ukraine,UKR,2013,1.068959951
United Arab Emirates,ARE,1998,0.078479998
United Arab Emirates,ARE,2011,0.176420003
United Arab Emirates,ARE,2012,0.166960001
United Kingdom,GBR,1998,0.378859997
United Kingdom,GBR,1999,0.374940008
United Kingdom,GBR,2000,0.390460014
United Kingdom,GBR,2001,0.413599998
United Kingdom,GBR,2002,0.425300002
United Kingdom,GBR,2003,0.331039995
United Kingdom,GBR,2004,0.331730008
United Kingdom,GBR,2005,0.304120004
United Kingdom,GBR,2006,0.305180013
United Kingdom,GBR,2007,0.341450006
United Kingdom,GBR,2008,0.280400008
United Kingdom,GBR,2009,0.287620008
United Kingdom,GBR,2010,0.308609992
United Kingdom,GBR,2011,0.320389986
United Kingdom,GBR,2013,0.307639986
United States,USA,1998,0.334289998
United States,USA,1999,0.330040008
United States,USA,2000,0.362659991
United States,USA,2001,0.356599987
United States,USA,2002,0.367269993
United States,USA,2003,0.310849994
United States,USA,2004,0.306540012
United States,USA,2005,0.296130002
United States,USA,2006,0.318019986
United States,USA,2007,0.334439993
United States,USA,2008,0.320120007
United States,USA,2009,0.327499986
United States,USA,2010,0.352809995
United States,USA,2011,0.335819989
United States,USA,2012,0.34224999
Uruguay,URY,1999,0.223389998
Uruguay,URY,2000,0.222430006
Uruguay,URY,2001,0.259909987
Uruguay,URY,2002,0.258430004
Uruguay,URY,2003,0.217079997
Uruguay,URY,2004,0.218180001
Uruguay,URY,2005,0.241219997
Uruguay,URY,2006,0.250010014
Uruguay,URY,2011,0.442609996
Vanuatu,VUT,1998,0.00883
Vanuatu,VUT,2001,0.008
Vanuatu,VUT,2008,0.02954
Vanuatu,VUT,2014,0.00506
Venezuela,VEN,2006,0.267890006
Venezuela,VEN,2007,0.260540009
Venezuela,VEN,2009,0.795180023
Vietnam,VNM,2008,0.428200006
Vietnam,VNM,2010,0.679660022
Vietnam,VNM,2012,0.622240007
Yemen,YEM,2011,0.04936
